customer_id,churn,gender_male,senior_citizen_65,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_monthly,charges_total,internet,charges_daily,charges_average,charges_average_log,charges_total_log,charges_monthly_log,tenure_log,subcription_no_streaming,subcription_total,streaming,family,dsl,fiber_optic,no_internet,month_to_month,one_year,two_year,bank_transfer_automatic,credit_card_automatic,electronic_check,mailed_check,automatic_payment,subcription_total_group,subcription_no_streaming_group
5168-MSWXT,0,1,0,1,1,8,1,0,Fiber optic,0,0,1,0,1,1,month_to_month,1,electronic_check,94.75,759.55,1,3.158333333333333,94.92222222222222,4.553057842821354,6.632726152653672,4.5512418439625355,2.0794415416798357,1,3,1,1,0,1,0,1,0,0,0,0,1,0,0,3-4,0-1
5170-PTRKA,0,0,0,1,1,49,0,0,DSL,1,0,0,1,0,0,one_year,1,credit_card_automatic,35.8,1782.0,1,1.1933333333333331,36.356,3.593359252256524,7.485491608030754,3.5779478934066544,3.8918202981106265,2,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0-2,2
5171-EPLKN,0,1,0,0,0,27,1,0,No,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.85,470.0,0,0.6616666666666667,17.494642857142857,2.8618947116154474,6.152732694704104,2.9882040071331994,3.295836866004329,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0-2,0-1
5172-MIGPM,0,1,0,0,0,4,1,1,DSL,0,0,0,1,0,1,month_to_month,0,mailed_check,65.55,237.2,1,2.185,60.55,4.1034694699991014,5.468903667123571,4.182813210209709,1.3862943611198906,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0-2,0-1
5172-RKOCB,0,1,0,1,0,72,1,1,Fiber optic,1,1,0,1,1,1,two_year,1,credit_card_automatic,108.95,7875.0,1,3.631666666666667,109.36917808219178,4.694729114298249,8.971448463693834,4.690889061390629,4.276666119016055,3,5,1,1,0,1,0,0,0,1,0,1,0,0,1,5-6,3-4
5173-WXOQV,0,1,0,1,0,2,1,0,DSL,0,1,0,1,0,1,month_to_month,1,mailed_check,64.2,143.65,1,2.14,69.28333333333335,4.238204377030537,4.967379785425298,4.162003210695915,0.6931471805599453,2,3,1,1,1,0,0,1,0,0,0,0,0,1,0,3-4,2
5173-ZXXXL,0,1,0,0,0,2,1,0,No,0,0,0,0,0,0,one_year,0,mailed_check,19.95,47.7,0,0.6649999999999999,22.55,3.1157350659486873,3.8649313978942956,2.9932291433358724,0.6931471805599453,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0-2,0-1
5174-ITUMV,0,1,0,1,1,67,1,1,Fiber optic,0,1,1,0,1,1,one_year,1,electronic_check,105.4,6989.45,1,3.5133333333333336,104.3360294117647,4.6476167425455,8.852157148298073,4.657762636107262,4.204692619390966,2,4,1,1,0,1,0,0,1,0,0,0,1,0,0,3-4,2
5174-RNGBH,1,0,0,0,0,9,1,0,DSL,0,1,0,1,1,0,month_to_month,0,mailed_check,66.25,620.55,1,2.2083333333333335,68.67999999999999,4.229458036029275,6.43060618157553,4.193435464866331,2.1972245773362196,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,3-4,2
5175-AOBHI,1,0,0,0,0,4,1,0,DSL,0,0,0,0,0,0,month_to_month,1,mailed_check,46.0,193.6,1,1.5333333333333334,47.92,3.869532953807194,5.265794174842477,3.828641396489095,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0-2,0-1
5175-WLYXL,0,1,0,0,0,22,1,1,Fiber optic,0,1,0,0,0,0,month_to_month,1,mailed_check,78.85,1600.25,1,2.628333333333333,73.00434782608696,4.290518998636274,7.377915146022112,4.367547313409047,3.091042453358316,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0-2,0-1
5176-LDKUH,0,0,0,0,0,48,1,0,Fiber optic,0,1,0,0,0,0,one_year,0,electronic_check,75.15,3772.65,1,2.5050000000000003,78.5265306122449,4.3634365372722455,8.23553295128295,4.319486116198983,3.871201010907891,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0-2,0-1
5176-LMJXE,0,0,0,0,0,47,1,0,No,0,0,0,0,0,0,two_year,1,mailed_check,20.55,945.7,0,0.685,20.130208333333332,3.002221588993741,6.851925394021467,3.022860940942244,3.8501476017100584,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
5176-OLSKT,0,0,0,1,0,66,1,1,DSL,1,1,1,0,0,0,two_year,0,bank_transfer_automatic,66.9,4370.25,1,2.23,66.22611940298506,4.193074938042611,8.382575494691293,4.203198967134183,4.189654742026425,3,3,0,1,1,0,0,0,0,1,1,0,0,0,1,3-4,3-4
5177-RVZNU,0,0,0,0,1,37,1,0,No,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,20.3,755.4,0,0.6766666666666666,20.41315789473684,3.01617968777044,6.627247410278357,3.0106208860477417,3.6109179126442243,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0-2,0-1
5178-LMXOP,1,1,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,1,month_to_month,1,electronic_check,95.1,95.1,1,3.17,95.1,4.554928969551344,4.554928969551344,4.554928969551344,0.0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5180-UCIIQ,1,1,1,1,1,22,0,0,DSL,1,0,0,0,0,1,month_to_month,0,mailed_check,40.05,880.2,1,1.335,40.01086956521739,3.689151156329981,6.780149154376991,3.6901286735143684,3.091042453358316,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0-2,0-1
5181-OABFK,0,0,0,1,1,56,1,0,DSL,1,1,1,0,0,0,two_year,1,credit_card_automatic,61.3,3346.8,1,2.0433333333333334,59.79122807017544,4.090858962407172,8.115759944421443,4.115779842942166,4.02535169073515,3,3,0,1,1,0,0,0,0,1,0,1,0,0,1,3-4,3-4
5183-KLYEM,0,0,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,two_year,1,credit_card_automatic,112.75,8192.6,1,3.7583333333333333,113.77191780821919,4.7341957232981775,9.01098658678471,4.725172978382788,4.276666119016055,4,6,1,0,0,1,0,0,0,1,0,1,0,0,1,5-6,3-4
5183-SNMJQ,0,1,0,0,0,10,1,0,Fiber optic,0,0,0,1,1,1,month_to_month,1,credit_card_automatic,95.1,865.1,1,3.17,87.2909090909091,4.46924632329847,6.762845107186329,4.554928969551344,2.302585092994046,1,3,1,0,0,1,0,1,0,0,0,1,0,0,1,3-4,0-1
5186-EJEGL,0,1,0,0,0,9,1,0,DSL,1,0,1,1,1,0,month_to_month,1,mailed_check,69.5,653.25,1,2.316666666666667,72.275,4.28047828790241,6.481959904400722,4.241326752570746,2.1972245773362196,3,4,1,0,1,0,0,1,0,0,0,0,0,1,0,3-4,3-4
5186-PEIZU,0,0,0,0,0,35,1,0,No,0,0,0,0,0,0,month_to_month,0,bank_transfer_automatic,19.25,617.65,0,0.6416666666666667,17.691666666666666,2.87309371892121,6.425921953982822,2.9575110607337933,3.5553480614894135,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0-2,0-1
5186-SAMNZ,1,1,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,month_to_month,1,bank_transfer_automatic,69.5,69.5,1,2.316666666666667,69.5,4.241326752570746,4.241326752570746,4.241326752570746,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
5188-HGMLP,0,1,1,1,0,54,1,1,Fiber optic,0,0,0,0,0,0,month_to_month,0,bank_transfer_automatic,74.0,3919.15,1,2.466666666666667,72.60272727272728,4.285002486865221,8.273630072537332,4.30406509320417,3.9889840465642745,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
5192-EBGOV,1,0,1,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,month_to_month,1,electronic_check,85.7,85.7,1,2.856666666666667,85.7,4.450852825603734,4.450852825603734,4.450852825603734,0.0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5193-QLVZB,0,1,0,0,0,63,1,1,Fiber optic,0,1,1,0,1,1,two_year,1,bank_transfer_automatic,104.75,6536.5,1,3.4916666666666667,103.76953125,4.642172394405481,8.785157133001915,4.6515765588022475,4.143134726391533,2,4,1,0,0,1,0,0,0,1,1,0,0,0,1,3-4,2
5195-KPUNQ,0,0,1,0,0,53,1,0,Fiber optic,1,1,0,1,0,1,one_year,1,mailed_check,96.75,5206.55,1,3.225,98.20925925925927,4.587100500724573,8.557672727304228,4.572130331909891,3.970291913552122,3,4,1,0,0,1,0,0,1,0,0,0,0,1,0,3-4,3-4
5196-SGOAK,1,0,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,month_to_month,1,electronic_check,75.7,75.7,1,2.5233333333333334,75.7,4.3267781604434035,4.3267781604434035,4.3267781604434035,0.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5196-WPYOW,0,1,0,1,1,67,1,0,DSL,1,1,0,1,0,0,one_year,0,mailed_check,60.05,3994.05,1,2.0016666666666665,59.61911764705883,4.087976288527173,8.292561032675568,4.095177548525992,4.204692619390966,3,3,0,1,1,0,0,0,1,0,0,0,0,1,0,3-4,3-4
5197-LQXXH,0,0,0,1,0,71,1,1,DSL,0,1,1,1,1,1,two_year,1,credit_card_automatic,83.3,5894.5,1,2.7766666666666664,83.025,4.41914176726281,8.681774991732182,4.422448549172797,4.2626798770413155,3,5,1,1,1,0,0,0,0,1,0,1,0,0,1,5-6,3-4
5197-PYEPU,0,0,0,1,1,42,1,1,Fiber optic,1,1,0,0,1,0,one_year,1,credit_card_automatic,94.45,3923.8,1,3.1483333333333334,93.44767441860465,4.537401647755688,8.274815850986728,4.548070593947519,3.7376696182833684,2,3,1,1,0,1,0,0,1,0,0,1,0,0,1,3-4,2
5197-YPYBZ,0,0,0,1,1,12,1,1,No,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.25,274.7,0,0.8416666666666667,23.073076923076922,3.1386664366375654,5.615679593101228,3.228826155721369,2.4849066497880004,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0-2,0-1
5198-EFNBM,0,1,1,1,0,57,1,0,Fiber optic,0,1,1,0,1,0,one_year,1,electronic_check,90.65,5199.8,1,3.021666666666667,91.21465517241379,4.513215576850576,8.556375442291394,4.50700593720086,4.04305126783455,2,3,1,1,0,1,0,0,1,0,0,0,1,0,0,3-4,2
5198-HQAEN,0,1,0,1,1,35,1,0,Fiber optic,0,1,0,1,1,0,one_year,1,electronic_check,89.7,3165.6,1,2.99,90.425,4.504520777838161,8.060097890071214,4.49647076906475,3.5553480614894135,2,3,1,1,0,1,0,0,1,0,0,0,1,0,0,3-4,2
5199-FPUSP,0,1,0,0,1,33,0,0,DSL,1,0,0,1,0,0,one_year,0,credit_card_automatic,34.05,1113.95,1,1.135,33.76470588235294,3.51941605226335,7.015667536176533,3.527830032595521,3.4965075614664802,2,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0-2,2
5201-CBWYG,0,1,0,1,1,62,1,1,No,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,24.8,1476.25,0,0.8266666666666667,23.826190476190476,3.170785415813042,7.297260367511572,3.2108436531709366,4.127134385045092,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0-2,0-1
5201-FRKKS,0,1,0,0,0,25,1,0,Fiber optic,1,0,0,0,0,0,month_to_month,0,bank_transfer_automatic,74.3,1952.25,1,2.4766666666666666,77.94423076923077,4.355993580824173,7.5767378325427845,4.308110951723713,3.2188758248682006,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
5201-USSQZ,0,0,0,1,0,26,1,0,Fiber optic,0,0,0,1,0,1,month_to_month,0,credit_card_automatic,85.9,2196.45,1,2.8633333333333337,84.53148148148148,4.437124026890196,7.694597699669376,4.45318382899021,3.258096538021482,1,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0-2,0-1
5202-IVJNU,1,0,0,0,1,39,0,0,DSL,0,0,1,0,0,0,month_to_month,0,credit_card_automatic,30.1,1131.3,1,1.0033333333333334,29.034999999999997,3.368501998824013,7.031122692932421,3.40452517175483,3.6635616461296463,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0-2,0-1
5203-XEHAX,0,0,0,0,0,34,1,0,DSL,1,1,0,0,0,1,one_year,0,electronic_check,64.35,2053.05,1,2.145,60.49714285714286,4.102596138419866,7.627081771325385,4.164336934042136,3.5263605246161616,2,3,1,0,1,0,0,0,1,0,0,0,1,0,0,3-4,2
5204-HMGYF,0,0,0,1,1,49,1,0,DSL,1,1,1,1,1,1,one_year,1,mailed_check,87.2,4345.0,1,2.9066666666666667,88.64399999999999,4.484628348334601,8.376781037699493,4.468204330914934,3.8918202981106265,4,6,1,1,1,0,0,0,1,0,0,0,0,1,0,5-6,3-4
5204-QZXPU,1,1,0,0,0,19,0,0,DSL,0,0,1,0,1,0,month_to_month,1,electronic_check,39.65,733.35,1,1.3216666666666665,38.65,3.654546775033431,6.597623077692765,3.680090948080857,2.9444389791664403,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
5206-HPJKM,0,1,0,0,0,17,1,0,DSL,1,1,0,0,0,0,month_to_month,1,credit_card_automatic,55.5,934.15,1,1.85,54.980555555555554,4.006979587370579,6.839637024905846,4.0163830207523885,2.833213344056216,2,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0-2,2
5206-XZZQI,0,1,0,0,0,53,1,0,Fiber optic,0,1,0,1,0,0,month_to_month,1,mailed_check,80.6,4348.1,1,2.6866666666666665,82.01296296296297,4.406877319684332,8.377494247056662,4.389498649512583,3.970291913552122,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0-2,2
5207-PLSTK,0,1,0,1,1,1,1,0,DSL,1,0,0,0,0,0,month_to_month,1,mailed_check,48.75,48.75,1,1.625,48.75,3.886705197443856,3.886705197443856,3.886705197443856,0.0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0-2,0-1
5208-FVQKB,0,1,0,1,0,70,1,0,DSL,1,1,0,1,0,1,two_year,0,mailed_check,67.95,4664.15,1,2.265,66.64929577464788,4.199444480547109,8.447660888748159,4.218772140597153,4.248495242049359,3,4,1,1,1,0,0,0,0,1,0,0,0,1,0,3-4,3-4
5208-HFSBT,1,0,0,0,0,2,1,0,DSL,0,1,0,1,0,0,month_to_month,1,credit_card_automatic,55.05,102.75,1,1.835,52.6,3.9627161197436642,4.632298853376344,4.008241863168689,0.6931471805599453,2,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0-2,2
5213-TWWJU,0,1,0,0,0,28,1,0,Fiber optic,0,0,1,1,0,1,month_to_month,0,electronic_check,91.0,2626.15,1,3.033333333333333,93.6948275862069,4.540042985865916,7.8732741743281185,4.51085950651685,3.332204510175204,2,3,1,0,0,1,0,1,0,0,0,0,1,0,0,3-4,2
5214-CHIWJ,0,1,0,0,0,27,1,0,No,0,0,0,0,0,0,one_year,0,mailed_check,20.3,595.05,0,0.6766666666666666,21.97678571428571,3.0899867014431415,6.388645435628448,3.0106208860477417,3.295836866004329,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0-2,0-1
5214-NLTIT,0,1,0,1,1,72,1,1,Fiber optic,0,0,1,0,0,1,two_year,1,credit_card_automatic,90.8,6511.8,1,3.0266666666666664,90.44657534246576,4.5047593486863144,8.781371194680025,4.508659285607248,4.276666119016055,1,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0-2,0-1
5215-LNLDJ,0,0,0,1,1,7,0,0,DSL,0,0,0,0,0,0,month_to_month,1,electronic_check,24.7,149.05,1,0.8233333333333334,21.71875,3.0781759427650655,5.00428182012408,3.2068032436339315,1.9459101490553132,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
5216-WASFJ,0,0,1,1,0,31,1,1,Fiber optic,0,0,0,0,0,1,month_to_month,1,electronic_check,84.85,2633.4,1,2.828333333333333,84.9453125,4.4420076670781325,7.876031065922243,4.440884991680235,3.4339872044851463,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5219-YIPTK,1,0,0,1,0,33,1,1,Fiber optic,0,1,1,0,1,1,month_to_month,1,electronic_check,104.4,3409.6,1,3.48,103.3529411764706,4.638149744130881,8.134350261344352,4.648229675448539,3.4965075614664802,2,4,1,1,0,1,0,1,0,0,0,0,1,0,0,3-4,2
5220-AGAAX,0,1,0,1,1,68,1,1,No,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,24.0,1664.3,0,0.8,24.468115942028984,3.1973708798858884,7.417159893592681,3.1780538303479458,4.219507705176107,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0-2,0-1
5222-IMUKT,0,1,0,0,0,32,1,0,Fiber optic,0,0,0,0,1,1,month_to_month,0,electronic_check,91.05,2871.5,1,3.0349999999999997,89.77424242424243,4.497298101471611,7.962589820304351,4.511408806173617,3.4657359027997265,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5222-JCXZT,0,1,0,0,0,4,1,0,No,0,0,0,0,0,0,month_to_month,0,mailed_check,19.0,78.9,0,0.6333333333333333,19.580000000000002,2.9745086371023644,4.368181227851829,2.9444389791664403,1.3862943611198906,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0-2,0-1
5223-UZAVK,0,1,0,0,0,64,1,0,Fiber optic,1,1,0,0,1,1,one_year,1,credit_card_automatic,100.3,6603.8,1,3.3433333333333333,103.14,4.636087288622813,8.795400519905474,4.60816569496789,4.1588830833596715,2,4,1,0,0,1,0,0,1,0,0,1,0,0,1,3-4,2
5226-NOZFC,0,1,0,0,0,26,1,0,Fiber optic,0,1,0,0,1,0,month_to_month,1,electronic_check,85.75,2146.5,1,2.8583333333333334,82.67592592592592,4.414928458392997,7.671593887664615,4.45143608604605,3.258096538021482,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5227-JSCFE,0,1,1,1,0,71,0,0,DSL,1,1,1,1,0,0,two_year,0,credit_card_automatic,46.35,3353.4,1,1.5450000000000002,47.21875,3.854791059473013,8.117730035503708,3.836221292011864,4.2626798770413155,4,4,0,1,1,0,0,0,0,1,0,1,0,0,1,3-4,3-4
5228-EXCET,1,1,0,0,0,13,1,0,Fiber optic,0,0,0,0,0,1,month_to_month,1,electronic_check,80.85,1008.7,1,2.695,77.825,4.354462716327672,6.916417652060789,4.392595586023115,2.5649493574615367,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5229-DTFYB,0,0,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,two_year,1,bank_transfer_automatic,98.8,3959.15,1,3.2933333333333334,96.61785714285715,4.570763580685922,8.28378463474403,4.593097604753822,3.713572066704308,2,4,1,0,0,1,0,0,0,1,1,0,0,0,1,3-4,2
5229-PRWKT,1,1,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,month_to_month,1,electronic_check,86.55,649.65,1,2.885,81.8,4.404277243608702,6.4764337563287455,4.4607222816222185,2.0794415416798357,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5231-FIQPA,0,0,0,0,0,41,1,0,No,0,0,0,0,0,0,two_year,1,mailed_check,19.85,810.45,0,0.6616666666666667,19.76904761904762,2.9841174629846168,6.697589648958185,2.9882040071331994,3.713572066704308,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
5232-NXPAY,0,0,0,0,0,47,1,0,DSL,0,0,1,1,1,1,two_year,0,mailed_check,74.45,3510.3,1,2.481666666666667,74.68229166666667,4.313243004687258,8.163456782893022,4.310127759130018,3.8501476017100584,2,4,1,0,1,0,0,0,0,1,0,0,0,1,0,3-4,2
5233-AOZUF,0,0,0,1,0,29,1,1,Fiber optic,0,0,0,0,0,0,month_to_month,1,electronic_check,74.95,2149.05,1,2.4983333333333335,74.13333333333334,4.305865273708318,7.672781163007491,4.316821224548606,3.367295829986474,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5233-GEEAX,1,1,1,0,0,8,0,0,DSL,0,0,1,0,0,0,month_to_month,1,electronic_check,29.4,221.9,1,0.98,27.922222222222224,3.329422867213327,5.402226829938548,3.380994674344636,2.0794415416798357,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
5236-PERKL,1,0,0,0,0,57,1,1,Fiber optic,1,1,1,0,1,1,two_year,1,bank_transfer_automatic,112.95,6465.0,1,3.765,113.41293103448275,4.731035415079137,8.774158291205957,4.726945242914012,4.04305126783455,3,5,1,0,0,1,0,0,0,1,1,0,0,0,1,5-6,3-4
5236-XMZJY,0,0,0,0,0,42,1,0,DSL,1,1,1,0,0,0,month_to_month,0,bank_transfer_automatic,59.65,2536.55,1,1.9883333333333333,60.376744186046515,4.1006040007653315,7.838560169014315,4.0884941485439255,3.7376696182833684,3,3,0,0,1,0,0,1,0,0,1,0,0,0,1,3-4,3-4
5240-CAOYT,0,0,0,0,0,57,1,1,Fiber optic,1,1,0,1,0,0,month_to_month,1,bank_transfer_automatic,87.55,4884.85,1,2.9183333333333334,85.73103448275863,4.451214889371141,8.493893857761835,4.472210058731861,4.04305126783455,3,3,0,0,0,1,0,1,0,0,1,0,0,0,1,3-4,3-4
5240-IJOQT,1,1,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,month_to_month,1,electronic_check,74.7,74.7,1,2.49,74.7,4.3134800921387715,4.3134800921387715,4.3134800921387715,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5242-UOWHD,0,1,0,1,1,45,1,0,No,0,0,0,0,0,0,two_year,0,mailed_check,20.35,929.2,0,0.6783333333333333,20.64239130434783,3.0273467916711594,6.834324000896254,3.013080911888604,3.8066624897703196,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
5243-SAOTC,0,1,0,0,0,54,1,1,Fiber optic,0,1,0,0,0,0,month_to_month,1,bank_transfer_automatic,79.85,4308.25,1,2.6616666666666666,79.78363636363638,4.379318425328681,8.368287068161687,4.380149874661021,3.9889840465642745,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
5244-IRFIH,1,1,1,1,0,33,1,1,Fiber optic,0,0,0,0,1,1,month_to_month,1,electronic_check,94.5,3105.55,1,3.15,94.11911764705883,4.544561189049587,8.04094611233666,4.548599834499697,3.4965075614664802,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
5245-VDBUR,0,0,0,1,0,52,0,0,DSL,1,0,1,0,0,0,one_year,0,mailed_check,35.45,1958.95,1,1.1816666666666669,37.630188679245286,3.6278066186572264,7.580163894392682,3.5681232529781366,3.9512437185814275,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0-2,2
5248-KWLAR,0,1,0,1,1,71,1,1,DSL,1,1,1,1,1,1,two_year,0,electronic_check,90.35,6325.25,1,3.0116666666666663,89.10555555555555,4.4898216844471674,8.752304838506301,4.503691017038237,4.2626798770413155,4,6,1,1,1,0,0,0,0,1,0,0,1,0,0,5-6,3-4
5248-RPYWW,0,0,1,1,1,72,1,1,DSL,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,90.15,6716.45,1,3.0050000000000003,93.24109589041095,4.535188567534896,8.8123150201219,4.501474949649326,4.276666119016055,4,6,1,1,1,0,0,0,0,1,1,0,0,0,1,5-6,3-4
5248-YGIJN,0,1,0,1,0,72,1,1,DSL,1,1,1,1,1,1,two_year,1,credit_card_automatic,90.25,6369.45,1,3.0083333333333333,88.48904109589041,4.48287871492142,8.759268402609305,4.502583597212991,4.276666119016055,4,6,1,1,1,0,0,0,0,1,0,1,0,0,1,5-6,3-4
5249-QYHEX,0,0,0,1,1,40,1,1,No,0,0,0,0,0,0,two_year,1,mailed_check,24.8,1024.7,0,0.8266666666666667,25.597560975609756,3.2424970725563798,6.932155165805672,3.2108436531709366,3.6888794541139363,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
5256-SKJGO,0,0,0,1,1,64,0,0,DSL,0,1,0,1,1,1,two_year,1,electronic_check,54.6,3423.5,1,1.82,53.50923076923077,3.9798541767616675,8.138418698561118,4.000033882750859,4.1588830833596715,2,4,1,1,1,0,0,0,0,1,0,0,1,0,0,3-4,2
5260-UMPWX,0,0,0,1,1,26,1,0,No,0,0,0,0,0,0,month_to_month,1,credit_card_automatic,20.25,493.95,0,0.675,19.044444444444448,2.9467754288274604,6.202434297490483,3.0081547935525483,3.258096538021482,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0-2,0-1
5261-QSHQM,1,0,0,0,0,4,0,0,DSL,0,0,0,0,0,0,month_to_month,1,electronic_check,24.45,86.6,1,0.815,22.21,3.100542637906336,4.461299815568389,3.196630215920881,1.3862943611198906,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
5266-PFRQK,0,1,0,1,1,52,1,0,No,0,0,0,0,0,0,one_year,1,credit_card_automatic,20.85,1071.6,0,0.6950000000000001,20.612264150943393,3.025886245779912,6.976908137670454,3.0373539482448106,3.9512437185814275,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0-2,0-1
5268-DSMNQ,0,0,1,1,0,62,1,1,Fiber optic,0,1,1,0,1,0,one_year,1,credit_card_automatic,97.95,5936.55,1,3.265,95.78571428571429,4.56211355366642,8.68888343554153,4.58445714439055,4.127134385045092,2,3,1,1,0,1,0,0,1,0,0,1,0,0,1,3-4,2
5269-NRGDP,0,1,0,1,1,42,1,0,DSL,0,0,1,1,1,1,one_year,0,electronic_check,73.15,3088.25,1,2.4383333333333335,73.52093023255814,4.297570130749733,8.035359866416924,4.292512127466133,3.7376696182833684,2,4,1,1,1,0,0,0,1,0,0,0,1,0,0,3-4,2
5271-DBYSJ,0,1,1,0,0,11,1,0,Fiber optic,0,0,0,0,0,1,month_to_month,1,credit_card_automatic,79.15,827.7,1,2.6383333333333336,75.57083333333334,4.325070406275432,6.71865076989135,4.371344786327021,2.3978952727983707,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0-2,0-1
5271-YNWVR,1,1,0,1,1,68,1,1,Fiber optic,1,1,1,1,1,1,two_year,1,electronic_check,113.15,7856.0,1,3.771666666666667,115.49492753623188,4.749226611562228,8.969032850034301,4.728714372079547,4.219507705176107,4,6,1,1,0,1,0,0,0,1,0,0,1,0,0,5-6,3-4
5274-XHAKY,0,0,0,1,1,41,1,1,Fiber optic,1,1,0,0,1,0,month_to_month,1,bank_transfer_automatic,94.3,3893.6,1,3.143333333333333,94.95,4.553350437258295,8.267089458519244,4.546481189639412,3.713572066704308,2,3,1,1,0,1,0,1,0,0,1,0,0,0,1,3-4,2
5275-PMFUT,0,1,0,1,1,72,0,0,DSL,1,1,1,1,1,1,two_year,1,credit_card_automatic,64.8,4719.75,1,2.1599999999999997,65.54178082191781,4.182687814429112,8.459511111075154,4.1713056033582285,4.276666119016055,4,6,1,1,1,0,0,0,0,1,0,1,0,0,1,5-6,3-4
5275-SQEIZ,1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,month_to_month,1,mailed_check,80.85,80.85,1,2.695,80.85,4.392595586023115,4.392595586023115,4.392595586023115,0.0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0-2,0-1
5276-KQWHG,1,0,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,month_to_month,1,electronic_check,69.6,131.65,1,2.32,67.08333333333333,4.205935627630563,4.8801468859423185,4.242764567340374,0.6931471805599453,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
